,Candidate,company
8727,12457,SolutionsIQ
8728,12458,"Synergistic Systems, Inc."
8729,12459,Net2Source Inc.
8730,12461,Princeton Information Ltd
8731,12462,Yablon & Associates
8732,12463,Davinci Tek
8733,12464,Sophus IT Solutions
8734,12466,Selective Insurance
8735,12467,Modis
8736,12468,"Genuent, LLC"
8737,12469,Deloitte
8738,12470,Radisys Corporation
8739,12471,CVS Health
8740,12472,"VanderHouwen & Associates, Inc."
8741,12474,Collabera
8742,12475,Princeton Information Ltd
8743,12477,Confidential Company
8744,12478,HCL America Inc.
8745,12479,The FootBridge Companies
8746,12480,Kforce Inc.
8747,12481,Mindtree Limited
8748,12482,"iTech Solutions, Inc"
8749,12483,Connexions Data Inc
8750,12484,Hyatt Leader
8751,12485,Computer Consultants Interchange
8752,12487,Tufts University
8753,12489,Vandis Inc.
8754,12490,Auburn Technical Svcs Group
8755,12491,Modis
8756,12492,Bayside Solutions
8757,12496,Loganbritton
8758,12497,"Presidio Networked Solutions Group, LLC"
8759,12498,The CEI Group
8760,12499,The Chartis Group
8761,12500,West Coast Consulting LLC
8762,12503,"Harvard Partners, LLP"
8763,12504,Amazon
8764,12505,Amazon
8765,12506,Genoa International Solutions
8766,12507,Linium
8767,12508,"K2 Partnering Solutions, Inc."
8768,12512,Crestron Electronics Inc
8769,12513,Kelly Services
8770,12515,International Programming & Systems
8771,12517,Compworldwide
8772,12518,IntePros Consulting
8773,12519,Federal Reserve Bank
8774,12520,JetBlue Airways
8775,12521,"Bluebeam Software, Inc."
8776,12522,Proficient Business Systems Inc
8777,12523,M2 Resources Inc
8778,12524,Confidential Company
8779,12525,Scalable Systems
8780,12526,Compworldwide
8781,12527,Kelly IT
8782,12528,Amazon
8783,12529,CDI Corporation
8784,12530,"Blue Horizon Tek Solutions, Inc."
8785,12531,Monroe Staffing Services
8786,12532,Datto Inc
8787,12533,Data Exel
8788,12534,"Broadridge Financial Solutions, Inc"
8789,12535,Bivium Group
8790,12536,"TCA Consulting Group, Inc."
8791,12537,Boyle Software
8792,12538,Analytic Recruiting Inc
8793,12539,GDH Consulting
8794,12541,Booz Allen Hamilton
8795,12545,Associated Press
8796,12546,Marshwinds International Inc.
8797,12547,Teamrecruiter.com
8798,12548,American IT Resource Group Inc.
8799,12549,RedRiver Systems L.L.C.
8800,12550,"firstPRO, Inc."
8801,12552,ACA Technology LLC.
8802,12553,Mitchell Martin
8803,12555,Robert Half Technology
8804,12557,Robert Half Technology
8805,12558,"Edge Technology Services, Inc."
8806,12560,Robert Half Technology
8807,12561,Stott and May
8808,12562,Tekskills Inc.
8809,12563,Amazon
8810,12564,Confidential Company
8811,12566,Irvine Technology Corporation
8812,12567,The CEI Group
8813,12568,eclaro
8814,12569,GenuineIT LLC
8815,12570,BURGEON IT SERVICES LLC
8816,12571,COOLSOFT
8817,12572,TekShapers
8818,12573,"The Matlen Silver Group, Inc."
8819,12574,"AR Solutions, Inc."
8820,12575,Continental Resources Inc.
8821,12576,Software Guidance & Assistance
8822,12577,"Ace Technologies, Inc."
8823,12578,Comptech Associates Inc
8824,12579,InfoPeople Corp
8825,12580,HCL Global Systems
8826,12581,Harvey Nash USA
8827,12582,Cypress Group
8828,12584,Collabera
8829,12585,N-Tier Solutions Inc.
8830,12588,Genesis10
8831,12589,10525742
8832,12590,Creative Data Resources
8833,12591,Bayside Solutions
8834,12592,"Maxsys Solutions, LLC"
8835,12593,The CEI Group
8836,12595,"The Matlen Silver Group, Inc."
8837,12599,Kani Solutions
8838,12600,Analytic Recruiting Inc
8839,12602,"ICST, LLC"
8840,12603,SPECTRAFORCE TECHNOLOGIES Inc.
8841,12605,Robert Half Technology
8842,12606,Pierce Technology Corporation
8843,12607,Yardi Systems
8844,12608,HCL America Inc.
8845,12609,Raytheon
8846,12610,"iTech Solutions, Inc"
8847,12611,Kapital Data Corp
8848,12612,Creative Solutions Services
8849,12613,eRichards Consulting
8850,12614,"E*Pro, Inc."
8851,12616,HALLMARK GLOBAL TECHNOLOGIES INC
8852,12618,U.S. Tech Solutions Inc.
8853,12621,"iTemp New York, Inc."
8854,12622,"Endure Technology Solutions, Inc."
8855,12623,"Agile Enterprise Solutions, Inc."
8856,12624,Hyatt Leader
8857,12625,"DSC Resources, Inc."
8858,12627,Codigent
8859,12628,"SoftHQ, Inc."
8860,12629,Global Technical Talent
8861,12631,Custom Staffing
8862,12632,Data Incorporated
8863,12634,Hyatt Leader
8864,12635,Amazon
8865,12636,"VanderHouwen & Associates, Inc."
8866,12637,Shain Associates
8867,12639,Netrocon Inc
8868,12641,VSS
8869,12642,Netrocon Inc
8870,12644,"ADPI, LLC.."
8871,12645,"Carbon Black, Inc."
8872,12646,"Archer I.T., LLC"
8873,12647,Delphi-US
8874,12649,"VanderHouwen & Associates, Inc."
8875,12650,Presidio LLC
8876,12651,"Gardner Resources Consulting, LLC"
8877,12652,Kavaliro
8878,12653,TekShapers
8879,12654,"24 Seven, Inc."
8880,12655,Amazon
8881,12656,GM Financial
8882,12657,"Galaxy Systems, Inc."
8883,12659,Network Objects Inc.
8884,12662,Wipro Ltd.
8885,12663,OnX Enterprise Solutions
8886,12664,Element Technologies Inc.
8887,12666,Yardi Systems
8888,12668,Infosys
8889,12671,Amazon
8890,12675,Rockland Trust Company
8891,12677,Analytic Recruiting Inc
8892,12679,Addison Group
8893,12681,"NTT DATA, Inc."
8894,12682,"TAD PGS, Inc"
8895,12683,"TAD PGS, Inc"
8896,12686,"Celestos, LLC"
8897,12687,"TSR Consulting Services, Inc."
8898,12688,Princeton Information Ltd
8899,12691,The Chartis Group
8900,12692,eRichards Consulting
8901,12693,"KPIT Infosystems, Inc."
8902,12694,Modis
8903,12696,Amazon
8904,12698,Turnberry Solutions
8905,12699,GenuineIT LLC
8906,12702,Verizon
8907,12704,Resource Search Company
8908,12705,Partners HealthCare
8909,12706,"Genuent, LLC"
8910,12707,"iTech Solutions, Inc"
8911,12709,Ztek Consulting
8912,12710,Modis
8913,12712,Global Associates
8914,12713,Monroe Staffing Services
8915,12714,"Pro Search, Inc."
8916,12718,Linium
8917,12719,Lightstat
8918,12720,"FlaggStaff Technology Group, Inc"
8919,12721,Fannie Mae
8920,12723,Blackstone Technology Group
8921,12724,Matrix Resources
8922,12726,"CESUSA, INC."
8923,12727,Confidential Company
8924,12729,Amazon
8925,12730,Millennium Infotech
8926,12731,"Harmonia, Inc"
8927,12732,Protech Solutions Inc
8928,12733,Amazon
8929,12734,Crestron Electronics Inc
8930,12735,Robert Half Technology
8931,12736,Amazon
8932,12738,Tufts University
8933,12739,Austin Fraser USA
8934,12742,Booz Allen Hamilton
8935,12743,"K2 Partnering Solutions, Inc."
8936,12744,"Presidio Networked Solutions Group, LLC"
8937,12745,"athenahealth, Inc."
8938,12746,"iTech Solutions, Inc"
8939,12747,Net2Source Inc.
8940,12748,Corporate Systems Associates
8941,12749,CyberCoders
8942,12750,Kforce Inc.
8943,12751,TeamPersona
8944,12752,SCIITS
8945,12753,Datanomics
8946,12754,"firstPRO, Inc."
8947,12755,The New York Times Company
8948,12756,Net2Source Inc.
8949,12758,Brandon Consulting
8950,12759,Amazon
8951,12760,"Matlen Silver Group, Inc."
8952,12761,Nigel Frank International
8953,12764,Bivium Group
8954,12766,InfoGroup
8955,12767,"Centech Group, Inc."
8956,12768,IDC Technologies
8957,12770,Global Associates
8958,12772,10112494
8959,12775,Calibro Corp
8960,12777,Deloitte
8961,12780,Analytic Recruiting Inc
8962,12781,Technical Resource Network
8963,12782,Xceltrait Inc.
8964,12784,Makro Technologies Inc
8965,12785,"Radiant System, Inc"
8966,12786,International Programming & Systems
8967,12790,Green Key Resources
8968,12791,Indotronix International Corp
8969,12792,Wise Men Consultants
8970,12793,VIVA USA INC
8971,12794,"Corporate Information Technologies, Inc."
8972,12796,CyberCoders
8973,12797,Perennial Resources International
8974,12799,Adex Corporation
8975,12802,U.S. Tech Solutions Inc.
8976,12805,Adex Corporation
8977,12807,Irvine Technology Corporation
8978,12808,SRISYS Inc.
8979,12809,Presidio LLC
8980,12811,Collabera
8981,12813,Auburn Technical Svcs Group
8982,12815,Mount Sinai Medical Center
8983,12818,"Creative Circle, LLC"
8984,12819,Allstate Insurance
8985,12820,"Apex Systems, Inc"
8986,12821,Experis
8987,12824,CODEFORCE 360
8988,12825,Infostretch Corporation
8989,12828,Matlen Silver
8990,12831,eclaro
8991,12833,"Systems America, Inc"
8992,12834,InfoGroup
8993,12835,UnitedHealth Group
8994,12837,Deloitte
8995,12839,SRISYS Inc.
8996,12840,"TEKsystems, Inc."
8997,12841,U.S. Tech Solutions Inc.
8998,12843,The University of Connecticut
8999,12844,Amazon
9000,12845,Datanomics
9001,12848,Principle Solutions Group
9002,12849,RennerBrown
9003,12850,STA
9004,12851,Booz Allen Hamilton
9005,12852,Experis
9006,12855,Eastridge Workforce Solutions
9007,12856,Eagle Investment Systems
9008,12858,U.S. Tech Solutions Inc.
9009,12859,Kalpathy Consulting Group LLC
9010,12860,Central Business Solutions
9011,12861,Turnberry Solutions
9012,12863,AGS International
9013,12864,"Innovative Information Technologies, Inc"
9014,12865,Confidential Company
9015,12866,Central Business Solutions
9016,12867,Experis
9017,12868,GenuineIT LLC
9018,12869,"ICST, LLC"
9019,12870,Marcum Search LLC
9020,12872,Matrix Resources
9021,12873,Scalable Systems
9022,12875,Access Staffing
9023,12876,Princeton Information Ltd
9024,12878,Modis
9025,12879,RedRiver Systems L.L.C.
9026,12880,AMS Staffing Inc.
9027,12881,Michael Anthony Associates Inc
9028,12882,Mitchell Martin
9029,12883,"Fast Switch, Ltd."
9030,12885,Hyatt Leader
9031,12888,Collabera
9032,12889,Tenazx
9033,12890,Connected Systems
9034,12891,Castle Consulting
9035,12892,Federal Reserve Bank
9036,12895,CTP - Cloud Technology Partners
9037,12896,The Tri-Com Consulting Group
9038,12898,Randstad Technologies
9039,12899,Aquinas Consulting
9040,12901,"Presidio Networked Solutions Group, LLC"
9041,12903,CyberCoders
9042,12904,eclaro
9043,12906,INSYS Group
9044,12908,I and I Software Inc
9045,12910,IT Solutions
9046,12911,"Global Resource Management, Inc."
9047,12913,Analytic Recruiting Inc
9048,12914,"Symbioun Technologies, Inc"
9049,12915,Joseph Harry Ltd
9050,12916,Computer Consultants Interchange
9051,12917,Modis
9052,12918,Techsourcers
9053,12919,Mitchell Martin
9054,12920,Veredus
9055,12921,SMCI
9056,12922,CyberCoders
9057,12923,"TCA Consulting Group, Inc."
9058,12924,Prescientq
9059,12926,Samiti Technology Inc.
9060,12932,"On-line Systems, Inc."
9061,12933,Redstream Technology
9062,12934,"TRIGYN TECHNOLOGIES, INC."
9063,12935,Princeton Information Ltd
9064,12937,Aequor Technologies
9065,12938,"Galaxy Systems, Inc."
9066,12939,Informatica
9067,12940,Custom Staffing
9068,12941,Mastech
9069,12942,Chronos Global Inc.
9070,12943,Amazon
9071,12944,Ascend It Staffing
9072,12945,Citrix
9073,12946,SQA
9074,12951,Mitchell Martin
9075,12952,Net2Source Inc.
9076,12953,Mamsys
9077,12956,Telecomm Software
9078,12957,Applied Resource Group
9079,12959,GDH Consulting
9080,12960,Qualitest
9081,12962,Atyeti
9082,12963,"Primesoft, Inc"
9083,12964,N-Tier Solutions Inc.
9084,12967,Xoriant Corporation
9085,12968,Net2Source Inc.
9086,12969,Custom Staffing
9087,12970,"Pyramid Consulting, Inc."
9088,12971,Braxton-Reed
9089,12972,GM Financial
9090,12974,"iTech Solutions, Inc"
9091,12975,Deloitte
9092,12977,Resolve Tech Solutions (RTS)
9093,12979,Progressive IT
9094,12980,Matrix Resources
9095,12982,"TRIGYN TECHNOLOGIES, INC."
9096,12983,GM Financial
9097,12985,Twenty Recruitment Group
9098,12986,RedRiver Systems L.L.C.
9099,12987,"Peningo Systems, Inc."
9100,12989,Queen Consulting Group
9101,12990,IntePros Consulting
9102,12991,Smart Staffing Services DBA Smart-Tek
9103,12992,Queen Consulting Group
9104,12993,Canyon Associates
9105,12996,Asquare.com
9106,12997,Fabergent
9107,12998,Modis
9108,13000,CenturyLink
9109,13001,CTP - Cloud Technology Partners
9110,13003,Matlen Silver
9111,13004,nfrastructure
9112,13005,"TAD PGS, Inc"
9113,13006,Irvine Technology Corporation
9114,13007,Oxford International
9115,13008,"Vestmark, Inc."
9116,13009,Deloitte
9117,13010,CyberCoders
9118,13011,"ORS Partners, LLC"
9119,13013,Thinkfind Corporation
9120,13014,InfoPeople Corp
9121,13016,Kanhi Systems LLC
9122,13017,"IRIS Software, Inc."
9123,13018,Matrix Resources
9124,13019,Dominion Enterprises
9125,13020,Matlen Silver
9126,13021,TekisHub Consulting Services
9127,13022,Mason Frank International
9128,13023,"Vestmark, Inc."
9129,13026,Business One Consulting
9130,13027,The Denzel Group
9131,13028,OmniPoint Staffing
9132,13031,Oracle Corporation
9133,13032,"Techlink, Inc."
9134,13033,ENEA
9135,13036,Samiti Technology Inc.
9136,13037,"Galaxy Systems, Inc."
9137,13038,Amazon
9138,13039,Invaluable
9139,13040,AGS International
9140,13043,"iTech Solutions, Inc"
9141,13044,"CNET Global Solutions, INC"
9142,13046,Collabera
9143,13047,WizSolution LLC
9144,13048,Imetris Corporation
9145,13049,TDS: Transitional Data Services
9146,13050,GMS Advisors
9147,13052,CSS Tec
9148,13053,Cengage Learning
9149,13059,IT Mantra
9150,13061,Veredus
9151,13062,"IRIS Software, Inc."
9152,13068,Wise Men Consultants
9153,13069,Vaco - San Francisco
9154,13070,U.S. Tech Solutions Inc.
9155,13072,Kforce Inc.
9156,13073,Harvey Nash USA
9157,13074,Robert Half Technology
9158,13075,M9 Solutions
9159,13077,"Presidio Networked Solutions Group, LLC"
9160,13078,Robert Half Technology
9161,13080,Harvey Nash USA
9162,13083,Longford & Company
9163,13085,e-Primary
9164,13088,Amerit Consulting
9165,13089,Datalink
9166,13090,"Hire Velocity, LLC"
9167,13091,Robert Half Technology
9168,13092,The Robinson Group
9169,13094,The CEI Group
9170,13095,OmniPoint Staffing
9171,13097,"Techlink, Inc."
9172,13098,Robert Half Technology
9173,13099,GM Financial
9174,13100,"EdgeCast Networks, Inc."
9175,13102,Amazon
9176,13103,First Republic Bank
9177,13104,Global Technical Talent
9178,13105,Robert Half Technology
9179,13107,Presidio LLC
9180,13108,StaffLabs
9181,13109,Connection
9182,13112,Indotronix International Corp
9183,13114,Stott and May
9184,13115,Performixbiz
9185,13119,NewConfig LLC
9186,13120,Proficient Business Systems Inc
9187,13121,Hyatt Leader
9188,13122,Bicitis Group
9189,13124,"Corporate Information Technologies, Inc."
9190,13126,MphasiS Corporation USA
9191,13127,Tabner Inc
9192,13128,RSM US
9193,13129,"Oportun, Inc"
9194,13130,Mount Sinai Medical Center
9195,13131,SMCI
9196,13132,Global Technical Talent
9197,13134,NORTHROP GRUMMAN
9198,13136,Mitchell Martin
9199,13137,"NetSource, Inc."
9200,13138,M9 Solutions
9201,13139,Princeton Information Ltd
9202,13140,Green Key Resources
9203,13141,Sterling Medical Devices
9204,13142,IntePros Consulting
9205,13143,Amazon
9206,13145,GDH Consulting
9207,13147,"Hatstand US, Inc."
9208,13148,Matrix Resources
9209,13149,Kforce Inc.
9210,13151,Nigel Frank International
9211,13152,S2Tech
9212,13154,Global Conductor
9213,13155,"VanderHouwen & Associates, Inc."
9214,13156,"Zoom Technical Services, Inc."
9215,13157,"Blue Horizon Tek Solutions, Inc."
9216,13158,Sai Strategic Solutions Inc
9217,13161,Kforce Inc.
9218,13163,"Daley & Associates, LLC"
9219,13164,Next Step Staffing
9220,13165,Collabera
9221,13167,Stowe Group
9222,13168,Mitchell Martin
9223,13170,Anderson Frank
9224,13171,Strategic IT Staffing
9225,13172,Peak Experience LLC
9226,13173,"Carbon Black, Inc."
9227,13174,Japan Tech
9228,13177,Virtusa
9229,13178,CyberCoders
9230,13179,BrickLogix
9231,13180,Maxima Consulting Inc
9232,13181,Chase Technology Consultants
9233,13182,Cilver Technologies
9234,13183,"EZ2 Technologies, Inc."
9235,13184,Presidio LLC
9236,13185,"Intelligent Capital Network, Inc."
9237,13187,"Edge Technology Services, Inc."
9238,13188,"JSL Computer Services, Inc."
9239,13193,Talent Hub 360
9240,13194,Thinkfind Corporation
9241,13200,Modis
9242,13201,Global Conductor
9243,13202,WEX Inc
9244,13204,The Judge Group
9245,13205,TDS: Transitional Data Services
9246,13206,Amazon
9247,13207,Analytic Recruiting Inc
9248,13208,Pragma Edge Inc
9249,13209,"Intelligent Capital Network, Inc."
9250,13211,Mitchell Martin
9251,13212,GM Financial
9252,13213,Tekskills Inc.
9253,13214,Next Step Staffing
9254,13215,"SANS Consulting Services, Inc"
9255,13216,"Synergistic Systems, Inc."
9256,13217,Vaco - San Francisco
9257,13218,"EZ2 Technologies, Inc."
9258,13219,"Bluebeam Software, Inc."
9259,13220,Robert Half Technology
9260,13221,"Stefanini, Inc."
9261,13222,Principle Solutions Group
9262,13223,Hyatt Leader
9263,13224,Spring Lake Consulting
9264,13225,Genesis10
9265,13227,JLG Technologies
9266,13229,Robert Half Technology
9267,13230,TDS: Transitional Data Services
9268,13231,Vaco - San Francisco
9269,13234,"SOAL Technologies, LLC."
9270,13237,Execu/Search Group
9271,13238,Data Resource Technologies
9272,13239,U.S. Tech Solutions Inc.
9273,13240,SimSTAFF
9274,13241,Core Infotechnology
9275,13242,Castle Consulting
9276,13244,Stott and May
9277,13245,Experis
9278,13246,Infosys
9279,13247,Infotek Consulting Services Inc.
9280,13249,ICONMA
9281,13252,Global Technical Talent
9282,13253,Cigniti Technologies Inc
9283,13254,Kelly IT
9284,13257,"Digital Intelligence Systems, LLC"
9285,13258,Matrix Resources
9286,13259,Accenture
9287,13261,Amazon
9288,13265,Deloitte
9289,13266,Electronics For Imaging
9290,13267,HCL Global Systems
9291,13268,Sigma Group
9292,13269,RTP Technology Corporation
9293,13271,Presidio LLC
9294,13272,"TRIGYN TECHNOLOGIES, INC."
9295,13278,"TEKsystems, Inc."
9296,13279,Infosys
9297,13280,CTP - Cloud Technology Partners
9298,13281,Mitchell Martin
9299,13283,OpenSky Corp.
9300,13284,Hyatt Leader
9301,13285,Modis
9302,13286,"Presidio Networked Solutions Group, LLC"
9303,13287,Stott and May
9304,13288,Proficient Business Systems Inc
9305,13289,"Computer Aid, Inc."
9306,13290,iconectiv
9307,13294,CyberCoders
9308,13295,GM Financial
9309,13296,"InSource, Inc."
